Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
nf1_2,genomic_mutation2,,text,NF1,,,,,,,,,,,,,
nf1_vaf_2,genomic_mutation2,,text,NF1_VAF,,,,,,,,,,,,,
nf2_2,genomic_mutation2,,text,NF2,,,,,,,,,,,,,
nf2_vaf_2,genomic_mutation2,,text,NF2_VAF,,,,,,,,,,,,,
nfe2l2_2,genomic_mutation2,,text,NFE2L2,,,,,,,,,,,,,
nfe2l2_vaf_2,genomic_mutation2,,text,NFE2L2_VAF,,,,,,,,,,,,,
nfkbia_2,genomic_mutation2,,text,NFKBIA,,,,,,,,,,,,,
nfkbia_vaf_2,genomic_mutation2,,text,NFKBIA_VAF,,,,,,,,,,,,,
nkx21_2,genomic_mutation2,,text,NKX2.1,,,,,,,,,,,,,
nkx21_vaf_2,genomic_mutation2,,text,NKX2.1_VAF,,,,,,,,,,,,,
nlrp1_2,genomic_mutation2,,text,NLRP1,,,,,,,,,,,,,
nlrp1_vaf_2,genomic_mutation2,,text,NLRP1_VAF,,,,,,,,,,,,,
nod1_2,genomic_mutation2,,text,NOD1,,,,,,,,,,,,,
nod1_vaf_2,genomic_mutation2,,text,NOD1_VAF,,,,,,,,,,,,,
notch1_2,genomic_mutation2,,text,NOTCH1,,,,,,,,,,,,,
notch1_vaf_2,genomic_mutation2,,text,NOTCH1_VAF,,,,,,,,,,,,,
notch2_2,genomic_mutation2,,text,NOTCH2,,,,,,,,,,,,,
notch2_vaf_2,genomic_mutation2,,text,NOTCH2_VAF,,,,,,,,,,,,,
notch3_2,genomic_mutation2,,text,NOTCH3,,,,,,,,,,,,,
notch3_vaf_2,genomic_mutation2,,text,NOTCH3_VAF,,,,,,,,,,,,,
npm1_2,genomic_mutation2,,text,NPM1,,,,,,,,,,,,,
npm1_vaf_2,genomic_mutation2,,text,NPM1_VAF,,,,,,,,,,,,,
nras_2,genomic_mutation2,,text,NRAS,,,,,,,,,,,,,
nras_vaf_2,genomic_mutation2,,text,NRAS_VAF,,,,,,,,,,,,,
nrg1_2,genomic_mutation2,,text,NRG1,,,,,,,,,,,,,
nrg1_vaf_2,genomic_mutation2,,text,NRG1_VAF,,,,,,,,,,,,,
nsd1_2,genomic_mutation2,,text,NSD1,,,,,,,,,,,,,
nsd1_vaf_2,genomic_mutation2,,text,NSD1_VAF,,,,,,,,,,,,,
nsd2_2,genomic_mutation2,,text,NSD2,,,,,,,,,,,,,
nsd2_vaf_2,genomic_mutation2,,text,NSD2_VAF,,,,,,,,,,,,,
nsd3whsc1l1_2,genomic_mutation2,,text,NSD3.WHSC1L1.,,,,,,,,,,,,,
nsd3whsc1l1_vaf_2,genomic_mutation2,,text,NSD3WHSC1L1_VAF,,,,,,,,,,,,,
nt5c2_2,genomic_mutation2,,text,NT5C2,,,,,,,,,,,,,
nt5c2_vaf_2,genomic_mutation2,,text,NT5C2_VAF,,,,,,,,,,,,,
ntrk1_2,genomic_mutation2,,text,NTRK1,,,,,,,,,,,,,
ntrk1_vaf_2,genomic_mutation2,,text,NTRK1_VAF,,,,,,,,,,,,,
ntrk2_2,genomic_mutation2,,text,NTRK2,,,,,,,,,,,,,
ntrk2_vaf_2,genomic_mutation2,,text,NTRK2_VAF,,,,,,,,,,,,,
ntrk3_2,genomic_mutation2,,text,NTRK3,,,,,,,,,,,,,
ntrk3_vaf_2,genomic_mutation2,,text,NTRK3_VAF,,,,,,,,,,,,,
nup93_2,genomic_mutation2,,text,NUP93,,,,,,,,,,,,,
nup93_vaf_2,genomic_mutation2,,text,NUP93_VAF,,,,,,,,,,,,,
nup98_2,genomic_mutation2,,text,NUP98,,,,,,,,,,,,,
nup98_vaf_2,genomic_mutation2,,text,NUP98_VAF,,,,,,,,,,,,,
p2ry8_2,genomic_mutation2,,text,P2RY8,,,,,,,,,,,,,
p2ry8_vaf_2,genomic_mutation2,,text,P2RY8_VAF,,,,,,,,,,,,,
pag1_2,genomic_mutation2,,text,PAG1,,,,,,,,,,,,,
pag1_vaf_2,genomic_mutation2,,text,PAG1_VAF,,,,,,,,,,,,,
pak3_2,genomic_mutation2,,text,PAK3,,,,,,,,,,,,,
pak3_vaf_2,genomic_mutation2,,text,PAK3_VAF,,,,,,,,,,,,,
palb2_2,genomic_mutation2,,text,PALB2,,,,,,,,,,,,,
palb2_vaf_2,genomic_mutation2,,text,PALB2_VAF,,,,,,,,,,,,,
park2_2,genomic_mutation2,,text,PARK2,,,,,,,,,,,,,
park2_vaf_2,genomic_mutation2,,text,PARK2_VAF,,,,,,,,,,,,,
parp1_2,genomic_mutation2,,text,PARP1,,,,,,,,,,,,,
parp1_vaf_2,genomic_mutation2,,text,PARP1_VAF,,,,,,,,,,,,,
parp2_2,genomic_mutation2,,text,PARP2,,,,,,,,,,,,,
parp2_vaf_2,genomic_mutation2,,text,PARP2_VAF,,,,,,,,,,,,,
parp3_2,genomic_mutation2,,text,PARP3,,,,,,,,,,,,,
parp3_vaf_2,genomic_mutation2,,text,PARP3_VAF,,,,,,,,,,,,,
pask_2,genomic_mutation2,,text,PASK,,,,,,,,,,,,,
pask_vaf_2,genomic_mutation2,,text,PASK_VAF,,,,,,,,,,,,,
pax5_2,genomic_mutation2,,text,PAX5,,,,,,,,,,,,,
pax5_vaf_2,genomic_mutation2,,text,PAX5_VAF,,,,,,,,,,,,,
pbrm1_2,genomic_mutation2,,text,PBRM1,,,,,,,,,,,,,
pbrm1_vaf_2,genomic_mutation2,,text,PBRM1_VAF,,,,,,,,,,,,,
pc_2,genomic_mutation2,,text,PC,,,,,,,,,,,,,
pc_vaf_2,genomic_mutation2,,text,PC_VAF,,,,,,,,,,,,,
pcbp1_2,genomic_mutation2,,text,PCBP1,,,,,,,,,,,,,
pcbp1_vaf_2,genomic_mutation2,,text,PCBP1_VAF,,,,,,,,,,,,,
pclo_2,genomic_mutation2,,text,PCLO,,,,,,,,,,,,,
pclo_vaf_2,genomic_mutation2,,text,PCLO_VAF,,,,,,,,,,,,,
pd_l1_2,genomic_mutation2,,text,PD-L1,,,,,,,,,,,,,
pd_l1_vaf_1,genomic_mutation2,,text,PD_L1_VAF,,,,,,,,,,,,,
pd_l1_vaf_2,genomic_mutation2,,text,PD-L1_VAF,,,,,,,,,,,,,
pd1_2,genomic_mutation2,,text,PD-1,,,,,,,,,,,,,
pd1_vaf_2,genomic_mutation2,,text,PD-1_VAF,,,,,,,,,,,,,
pdcd11_2,genomic_mutation2,,text,PDCD11,,,,,,,,,,,,,
pdcd11_vaf_2,genomic_mutation2,,text,PDCD11_VAF,,,,,,,,,,,,,
pdcd1lg2_2,genomic_mutation2,,text,PDCD1LG2,,,,,,,,,,,,,
pdcd1lg2_vaf_2,genomic_mutation2,,text,PDCD1LG2_VAF,,,,,,,,,,,,,
pdgfr_2,genomic_mutation2,,text,PDGFR,,,,,,,,,,,,,
pdgfr_vaf_2,genomic_mutation2,,text,PDGFR_VAF,,,,,,,,,,,,,
pdgfra_2,genomic_mutation2,,text,PDGFRA,,,,,,,,,,,,,
pdgfra_vaf_2,genomic_mutation2,,text,PDGFRA_VAF,,,,,,,,,,,,,
pdgfrb_2,genomic_mutation2,,text,PDGFRB,,,,,,,,,,,,,
pdgfrb_vaf_2,genomic_mutation2,,text,PDGFRB_VAF,,,,,,,,,,,,,
pdk1_2,genomic_mutation2,,text,PDK1,,,,,,,,,,,,,
pdk1_vaf_2,genomic_mutation2,,text,PDK1_VAF,,,,,,,,,,,,,
pdl1_2,genomic_mutation2,,text,PDL1,,,,,,,,,,,,,
pdl1_vaf_2,genomic_mutation2,,text,PDL1_VAF,,,,,,,,,,,,,
pdpk1_2,genomic_mutation2,,text,PDPK1,,,,,,,,,,,,,
pdpk1_vaf_2,genomic_mutation2,,text,PDPK1_VAF,,,,,,,,,,,,,
piga_2,genomic_mutation2,,text,PIGA,,,,,,,,,,,,,
piga_vaf_2,genomic_mutation2,,text,PIGA_VAF,,,,,,,,,,,,,
pik3c2b_2,genomic_mutation2,,text,PIK3C2B,,,,,,,,,,,,,
pik3c2b_vaf_2,genomic_mutation2,,text,PIK3C2B_VAF,,,,,,,,,,,,,
pik3c2g_2,genomic_mutation2,,text,PIK3C2G,,,,,,,,,,,,,
pik3c2g_vaf_2,genomic_mutation2,,text,PIK3C2G_VAF,,,,,,,,,,,,,
pik3ca_2,genomic_mutation2,,text,PIK3CA,,,,,,,,,,,,,
pik3ca_vaf_2,genomic_mutation2,,text,PIK3CA_VAF,,,,,,,,,,,,,
pik3cb_2,genomic_mutation2,,text,PIK3CB,,,,,,,,,,,,,
pik3cb_vaf_2,genomic_mutation2,,text,PIK3CB_VAF,,,,,,,,,,,,,
pik3cg_2,genomic_mutation2,,text,PIK3CG,,,,,,,,,,,,,
pik3cg_vaf_2,genomic_mutation2,,text,PIK3CG_VAF,,,,,,,,,,,,,
pik3r1_2,genomic_mutation2,,text,PIK3R1,,,,,,,,,,,,,
pik3r1_vaf_2,genomic_mutation2,,text,PIK3R1_VAF,,,,,,,,,,,,,
pik3r2_2,genomic_mutation2,,text,PIK3R2,,,,,,,,,,,,,
pik3r2_vaf_2,genomic_mutation2,,text,PIK3R2_VAF,,,,,,,,,,,,,
pim1_2,genomic_mutation2,,text,PIM1,,,,,,,,,,,,,
pim1_vaf_2,genomic_mutation2,,text,PIM1_VAF,,,,,,,,,,,,,
plcg2_2,genomic_mutation2,,text,PLCG2,,,,,,,,,,,,,
plcg2_vaf_2,genomic_mutation2,,text,PLCG2_VAF,,,,,,,,,,,,,
pml_2,genomic_mutation2,,text,PML,,,,,,,,,,,,,
pml_vaf_2,genomic_mutation2,,text,PML_VAF,,,,,,,,,,,,,
pms2_2,genomic_mutation2,,text,PMS2,,,,,,,,,,,,,
pms2_vaf_2,genomic_mutation2,,text,PMS2_VAF,,,,,,,,,,,,,
pold1_2,genomic_mutation2,,text,POLD1,,,,,,,,,,,,,
pold1_vaf_2,genomic_mutation2,,text,POLD1_VAF,,,,,,,,,,,,,
pole_2,genomic_mutation2,,text,POLE,,,,,,,,,,,,,
pole_vaf_2,genomic_mutation2,,text,POLE_VAF,,,,,,,,,,,,,
pot1_2,genomic_mutation2,,text,POT1,,,,,,,,,,,,,
pot1_vaf_2,genomic_mutation2,,text,POT1_VAF,,,,,,,,,,,,,
pparg_2,genomic_mutation2,,text,PPARG,,,,,,,,,,,,,
pparg_vaf_2,genomic_mutation2,,text,PPARG_VAF,,,,,,,,,,,,,
ppp2r1a_2,genomic_mutation2,,text,PPP2R1A,,,,,,,,,,,,,
ppp2r1a_vaf_2,genomic_mutation2,,text,PPP2R1A_VAF,,,,,,,,,,,,,
ppp2r2a_2,genomic_mutation2,,text,PPP2R2A,,,,,,,,,,,,,
ppp2r2a_vaf_2,genomic_mutation2,,text,PPP2R2A_VAF,,,,,,,,,,,,,
prdm1_2,genomic_mutation2,,text,PRDM1,,,,,,,,,,,,,
prdm1_vaf_2,genomic_mutation2,,text,PRDM1_VAF,,,,,,,,,,,,,
prex2_2,genomic_mutation2,,text,PREX2,,,,,,,,,,,,,
prex2_vaf_2,genomic_mutation2,,text,PREX2_VAF,,,,,,,,,,,,,
prkar1a_2,genomic_mutation2,,text,PRKAR1A,,,,,,,,,,,,,
prkar1a_vaf_2,genomic_mutation2,,text,PRKAR1A_VAF,,,,,,,,,,,,,
prkci_2,genomic_mutation2,,text,PRKCI,,,,,,,,,,,,,
prkci_vaf_2,genomic_mutation2,,text,PRKCI_VAF,,,,,,,,,,,,,
prkd1_2,genomic_mutation2,,text,PRKD1,,,,,,,,,,,,,
prkd1_vaf_2,genomic_mutation2,,text,PRKD1_VAF,,,,,,,,,,,,,
prkdc_2,genomic_mutation2,,text,PRKDC,,,,,,,,,,,,,
prkdc_vaf_2,genomic_mutation2,,text,PRKDC_VAF,,,,,,,,,,,,,
prss8_2,genomic_mutation2,,text,PRSS8,,,,,,,,,,,,,
prss8_vaf_2,genomic_mutation2,,text,PRSS8_VAF,,,,,,,,,,,,,
ptch1_2,genomic_mutation2,,text,PTCH1,,,,,,,,,,,,,
ptch1_vaf_2,genomic_mutation2,,text,PTCH1_VAF,,,,,,,,,,,,,
pten_2,genomic_mutation2,,text,PTEN,,,,,,,,,,,,,
pten_vaf_2,genomic_mutation2,,text,PTEN_VAF,,,,,,,,,,,,,
ptpn11_2,genomic_mutation2,,text,PTPN11,,,,,,,,,,,,,
ptpn11_vaf_2,genomic_mutation2,,text,PTPN11_VAF,,,,,,,,,,,,,
ptpn2_2,genomic_mutation2,,text,PTPN2,,,,,,,,,,,,,
ptpn2_vaf_2,genomic_mutation2,,text,PTPN2_VAF,,,,,,,,,,,,,
ptpn6_2,genomic_mutation2,,text,PTPN6,,,,,,,,,,,,,
ptpn6_vaf_2,genomic_mutation2,,text,PTPN6_VAF,,,,,,,,,,,,,
ptpro_2,genomic_mutation2,,text,PTPRO,,,,,,,,,,,,,
ptpro_vaf_2,genomic_mutation2,,text,PTPRO_VAF,,,,,,,,,,,,,
qki_2,genomic_mutation2,,text,QKI,,,,,,,,,,,,,
qki_vaf_2,genomic_mutation2,,text,QKI_VAF,,,,,,,,,,,,,
rac1_2,genomic_mutation2,,text,RAC1,,,,,,,,,,,,,
rac1_vaf_2,genomic_mutation2,,text,RAC1_VAF,,,,,,,,,,,,,
rad21_2,genomic_mutation2,,text,RAD21,,,,,,,,,,,,,
rad21_vaf_2,genomic_mutation2,,text,RAD21_VAF,,,,,,,,,,,,,
rad50_2,genomic_mutation2,,text,RAD50,,,,,,,,,,,,,
rad50_vaf_2,genomic_mutation2,,text,RAD50_VAF,,,,,,,,,,,,,
rad51_2,genomic_mutation2,,text,RAD51,,,,,,,,,,,,,
rad51_vaf_2,genomic_mutation2,,text,RAD51_VAF,,,,,,,,,,,,,
rad51b_2,genomic_mutation2,,text,RAD51B,,,,,,,,,,,,,
rad51b_vaf_2,genomic_mutation2,,text,RAD51B_VAF,,,,,,,,,,,,,
rad51c_2,genomic_mutation2,,text,RAD51C,,,,,,,,,,,,,
rad51c_vaf_2,genomic_mutation2,,text,RAD51C_VAF,,,,,,,,,,,,,
rad51d_2,genomic_mutation2,,text,RAD51D,,,,,,,,,,,,,
rad51d_vaf_2,genomic_mutation2,,text,RAD51D_VAF,,,,,,,,,,,,,
rad52_2,genomic_mutation2,,text,RAD52,,,,,,,,,,,,,
rad52_vaf_2,genomic_mutation2,,text,RAD52_VAF,,,,,,,,,,,,,
rad54l_2,genomic_mutation2,,text,RAD54L,,,,,,,,,,,,,
rad54l_vaf_2,genomic_mutation2,,text,RAD54L_VAF,,,,,,,,,,,,,
raf1_2,genomic_mutation2,,text,RAF1,,,,,,,,,,,,,
raf1_vaf_2,genomic_mutation2,,text,RAF1_VAF,,,,,,,,,,,,,
ranbp17_2,genomic_mutation2,,text,RANBP17,,,,,,,,,,,,,
ranbp17_vaf_2,genomic_mutation2,,text,RANBP17_VAF,,,,,,,,,,,,,
ranbp2_2,genomic_mutation2,,text,RANBP2,,,,,,,,,,,,,
ranbp2_vaf_2,genomic_mutation2,,text,RANBP2_VAF,,,,,,,,,,,,,
rara_2,genomic_mutation2,,text,RARA,,,,,,,,,,,,,
rara_vaf_2,genomic_mutation2,,text,RARA_VAF,,,,,,,,,,,,,
rasgef1a_2,genomic_mutation2,,text,RASGEF1A,,,,,,,,,,,,,
rasgef1a_vaf_2,genomic_mutation2,,text,RASGEF1A_VAF,,,,,,,,,,,,,
rb1_2,genomic_mutation2,,text,RB1,,,,,,,,,,,,,
rb1_vaf_2,genomic_mutation2,,text,RB1_VAF,,,,,,,,,,,,,
rbm10_2,genomic_mutation2,,text,RBM10,,,,,,,,,,,,,
rbm10_vaf_2,genomic_mutation2,,text,RBM10_VAF,,,,,,,,,,,,,
recql4_2,genomic_mutation2,,text,RECQL4,,,,,,,,,,,,,
recql4_vaf_2,genomic_mutation2,,text,RECQL4_VAF,,,,,,,,,,,,,
rel_2,genomic_mutation2,,text,REL,,,,,,,,,,,,,
rel_vaf_2,genomic_mutation2,,text,REL_VAF,,,,,,,,,,,,,
reln_2,genomic_mutation2,,text,RELN,,,,,,,,,,,,,
reln_vaf_2,genomic_mutation2,,text,RELN_VAF,,,,,,,,,,,,,
ret_2,genomic_mutation2,,text,RET,,,,,,,,,,,,,
ret_vaf_2,genomic_mutation2,,text,RET_VAF,,,,,,,,,,,,,
rhoa_2,genomic_mutation2,,text,RHOA,,,,,,,,,,,,,
rhoa_vaf_2,genomic_mutation2,,text,RHOA_VAF,,,,,,,,,,,,,
rhoh_2,genomic_mutation2,,text,RHOH,,,,,,,,,,,,,
rhoh_vaf_2,genomic_mutation2,,text,RHOH_VAF,,,,,,,,,,,,,
rictor_2,genomic_mutation2,,text,RICTOR,,,,,,,,,,,,,
rictor_vaf_2,genomic_mutation2,,text,RICTOR_VAF,,,,,,,,,,,,,
rnf43_2,genomic_mutation2,,text,RNF43,,,,,,,,,,,,,
rnf43_vaf_2,genomic_mutation2,,text,RNF43_VAF,,,,,,,,,,,,,
ros1_2,genomic_mutation2,,text,ROS1,,,,,,,,,,,,,
ros1_vaf_2,genomic_mutation2,,text,ROS1_VAF,,,,,,,,,,,,,
rptor_2,genomic_mutation2,,text,RPTOR,,,,,,,,,,,,,
rptor_vaf_2,genomic_mutation2,,text,RPTOR_VAF,,,,,,,,,,,,,
runx1_2,genomic_mutation2,,text,RUNX1,,,,,,,,,,,,,
runx1_vaf_2,genomic_mutation2,,text,RUNX1_VAF,,,,,,,,,,,,,
runx1t1_2,genomic_mutation2,,text,RUNX1T1,,,,,,,,,,,,,
runx1t1_vaf_2,genomic_mutation2,,text,RUNX1T1_VAF,,,,,,,,,,,,,
s1pr2_2,genomic_mutation2,,text,S1PR2,,,,,,,,,,,,,
s1pr2_vaf_2,genomic_mutation2,,text,S1PR2_VAF,,,,,,,,,,,,,
sdha_2,genomic_mutation2,,text,SDHA,,,,,,,,,,,,,
sdha_vaf_2,genomic_mutation2,,text,SDHA_VAF,,,,,,,,,,,,,
sdha1_2,genomic_mutation2,,text,SDHA.1,,,,,,,,,,,,,
sdha1_vaf_2,genomic_mutation2,,text,SDHA.1_VAF,,,,,,,,,,,,,
sdhb_2,genomic_mutation2,,text,SDHB,,,,,,,,,,,,,
sdhb_vaf_2,genomic_mutation2,,text,SDHB_VAF,,,,,,,,,,,,,
sdhc_2,genomic_mutation2,,text,SDHC,,,,,,,,,,,,,
sdhc_vaf_2,genomic_mutation2,,text,SDHC_VAF,,,,,,,,,,,,,
sdhd_2,genomic_mutation2,,text,SDHD,,,,,,,,,,,,,
sdhd_vaf_2,genomic_mutation2,,text,SDHD_VAF,,,,,,,,,,,,,
sesn3_2,genomic_mutation2,,text,SESN3,,,,,,,,,,,,,
sesn3_vaf_2,genomic_mutation2,,text,SESN3_VAF,,,,,,,,,,,,,
setbp1_2,genomic_mutation2,,text,SETBP1,,,,,,,,,,,,,
setbp1_vaf_2,genomic_mutation2,,text,SETBP1_VAF,,,,,,,,,,,,,
setd2_2,genomic_mutation2,,text,SETD2,,,,,,,,,,,,,
setd2_vaf_2,genomic_mutation2,,text,SETD2_VAF,,,,,,,,,,,,,
sf3b1_2,genomic_mutation2,,text,SF3B1,,,,,,,,,,,,,
sf3b1_vaf_2,genomic_mutation2,,text,SF3B1_VAF,,,,,,,,,,,,,
sgk1_2,genomic_mutation2,,text,SGK1,,,,,,,,,,,,,
sgk1_vaf_2,genomic_mutation2,,text,SGK1_VAF,,,,,,,,,,,,,
slit2_2,genomic_mutation2,,text,SLIT2,,,,,,,,,,,,,
slit2_vaf_2,genomic_mutation2,,text,SLIT2_VAF,,,,,,,,,,,,,
smad2_2,genomic_mutation2,,text,SMAD2,,,,,,,,,,,,,
smad2_vaf_2,genomic_mutation2,,text,SMAD2_VAF,,,,,,,,,,,,,
smad3_2,genomic_mutation2,,text,SMAD3,,,,,,,,,,,,,
smad3_vaf_2,genomic_mutation2,,text,SMAD3_VAF,,,,,,,,,,,,,
smad4_2,genomic_mutation2,,text,SMAD4,,,,,,,,,,,,,
smad4_vaf_2,genomic_mutation2,,text,SMAD4_VAF,,,,,,,,,,,,,
smarca1_2,genomic_mutation2,,text,SMARCA1,,,,,,,,,,,,,
smarca1_vaf_2,genomic_mutation2,,text,SMARCA1_VAF,,,,,,,,,,,,,
smarca4_2,genomic_mutation2,,text,SMARCA4,,,,,,,,,,,,,
smarca4_vaf_2,genomic_mutation2,,text,SMARCA4_VAF,,,,,,,,,,,,,
smarcb1_2,genomic_mutation2,,text,SMARCB1,,,,,,,,,,,,,
smarcb1_vaf_2,genomic_mutation2,,text,SMARCB1_VAF,,,,,,,,,,,,,
smc1a_2,genomic_mutation2,,text,SMC1A,,,,,,,,,,,,,
smc1a_vaf_2,genomic_mutation2,,text,SMC1A_VAF,,,,,,,,,,,,,
smc3_2,genomic_mutation2,,text,SMC3,,,,,,,,,,,,,
smc3_vaf_2,genomic_mutation2,,text,SMC3_VAF,,,,,,,,,,,,,
smo_2,genomic_mutation2,,text,SMO,,,,,,,,,,,,,
smo_vaf_2,genomic_mutation2,,text,SMO_VAF,,,,,,,,,,,,,
sncaip_2,genomic_mutation2,,text,SNCAIP,,,,,,,,,,,,,
sncaip_vaf_2,genomic_mutation2,,text,SNCAIP_VAF,,,,,,,,,,,,,
socs1_2,genomic_mutation2,,text,SOCS1,,,,,,,,,,,,,
socs1_vaf_2,genomic_mutation2,,text,SOCS1_VAF,,,,,,,,,,,,,
socs2_2,genomic_mutation2,,text,SOCS2,,,,,,,,,,,,,
socs2_vaf_2,genomic_mutation2,,text,SOCS2_VAF,,,,,,,,,,,,,
socs3_2,genomic_mutation2,,text,SOCS3,,,,,,,,,,,,,
socs3_vaf_2,genomic_mutation2,,text,SOCS3_VAF,,,,,,,,,,,,,
sourse_2,genomic_mutation2,,text,SOURSE,,,,,,,,,,,,,
sourse_vaf_2,genomic_mutation2,,text,SOURSE_VAF,,,,,,,,,,,,,
sox10_2,genomic_mutation2,,text,SOX10,,,,,,,,,,,,,
sox10_vaf_2,genomic_mutation2,,text,SOX10_VAF,,,,,,,,,,,,,
sox2_2,genomic_mutation2,,text,SOX2,,,,,,,,,,,,,
sox2_vaf_2,genomic_mutation2,,text,SOX2_VAF,,,,,,,,,,,,,
sox9_2,genomic_mutation2,,text,SOX9,,,,,,,,,,,,,
sox9_vaf_2,genomic_mutation2,,text,SOX9_VAF,,,,,,,,,,,,,
spen_2,genomic_mutation2,,text,SPEN,,,,,,,,,,,,,
spen_vaf_2,genomic_mutation2,,text,SPEN_VAF,,,,,,,,,,,,,
spop_2,genomic_mutation2,,text,SPOP,,,,,,,,,,,,,
spop_vaf_2,genomic_mutation2,,text,SPOP_VAF,,,,,,,,,,,,,
spta1_2,genomic_mutation2,,text,SPTA1,,,,,,,,,,,,,
spta1_vaf_2,genomic_mutation2,,text,SPTA1_VAF,,,,,,,,,,,,,
src_2,genomic_mutation2,,text,SRC,,,,,,,,,,,,,
src_vaf_2,genomic_mutation2,,text,SRC_VAF,,,,,,,,,,,,,
srsf2_2,genomic_mutation2,,text,SRSF2,,,,,,,,,,,,,
srsf2_vaf_2,genomic_mutation2,,text,SRSF2_VAF,,,,,,,,,,,,,
stag2_2,genomic_mutation2,,text,STAG2,,,,,,,,,,,,,
stag2_vaf_2,genomic_mutation2,,text,STAG2_VAF,,,,,,,,,,,,,
stat3_2,genomic_mutation2,,text,STAT3,,,,,,,,,,,,,
stat3_vaf_2,genomic_mutation2,,text,STAT3_VAF,,,,,,,,,,,,,
stat4_2,genomic_mutation2,,text,STAT4,,,,,,,,,,,,,
stat4_vaf_2,genomic_mutation2,,text,STAT4_VAF,,,,,,,,,,,,,
stat5a_2,genomic_mutation2,,text,STAT5A,,,,,,,,,,,,,
stat5a_vaf_2,genomic_mutation2,,text,STAT5A_VAF,,,,,,,,,,,,,
stat5b_2,genomic_mutation2,,text,STAT5B,,,,,,,,,,,,,
stat5b_vaf_2,genomic_mutation2,,text,STAT5B_VAF,,,,,,,,,,,,,
stat6_2,genomic_mutation2,,text,STAT6,,,,,,,,,,,,,
stat6_vaf_2,genomic_mutation2,,text,STAT6_VAF,,,,,,,,,,,,,
stk11_2,genomic_mutation2,,text,STK11,,,,,,,,,,,,,
stk11_vaf_2,genomic_mutation2,,text,STK11_VAF,,,,,,,,,,,,,
sufu_2,genomic_mutation2,,text,SUFU,,,,,,,,,,,,,
sufu_vaf_2,genomic_mutation2,,text,SUFU_VAF,,,,,,,,,,,,,
suz12_2,genomic_mutation2,,text,SUZ12,,,,,,,,,,,,,
suz12_vaf_2,genomic_mutation2,,text,SUZ12_VAF,,,,,,,,,,,,,
syk_2,genomic_mutation2,,text,SYK,,,,,,,,,,,,,
syk_vaf_2,genomic_mutation2,,text,SYK_VAF,,,,,,,,,,,,,
syne1_2,genomic_mutation2,,text,SYNE1,,,,,,,,,,,,,
syne1_vaf_2,genomic_mutation2,,text,SYNE1_VAF,,,,,,,,,,,,,
taf1_2,genomic_mutation2,,text,TAF1,,,,,,,,,,,,,
taf1_vaf_2,genomic_mutation2,,text,TAF1_VAF,,,,,,,,,,,,,
tbl1xr1_2,genomic_mutation2,,text,TBL1XR1,,,,,,,,,,,,,
tbl1xr1_vaf_2,genomic_mutation2,,text,TBL1XR1_VAF,,,,,,,,,,,,,
tbx3_2,genomic_mutation2,,text,TBX3,,,,,,,,,,,,,
tbx3_vaf_2,genomic_mutation2,,text,TBX3_VAF,,,,,,,,,,,,,
tcf3_2,genomic_mutation2,,text,TCF3,,,,,,,,,,,,,
tcf3_vaf_2,genomic_mutation2,,text,TCF3_VAF,,,,,,,,,,,,,
tek_2,genomic_mutation2,,text,TEK,,,,,,,,,,,,,
tek_vaf_2,genomic_mutation2,,text,TEK_VAF,,,,,,,,,,,,,
tent5c_2,genomic_mutation2,,text,TENT5C,,,,,,,,,,,,,
tent5c_vaf_2,genomic_mutation2,,text,"TENT5C_VAF
",,,,,,,,,,,,,
terc_2,genomic_mutation2,,text,TERC,,,,,,,,,,,,,
terc_vaf_2,genomic_mutation2,,text,TERC_VAF,,,,,,,,,,,,,
tert_2,genomic_mutation2,,text,TERT,,,,,,,,,,,,,
tert_vaf_2,genomic_mutation2,,text,TERT_VAF,,,,,,,,,,,,,
tet2_2,genomic_mutation2,,text,TET2,,,,,,,,,,,,,
tet2_vaf_2,genomic_mutation2,,text,TET2_VAF,,,,,,,,,,,,,
tgfbr2_2,genomic_mutation2,,text,TGFBR2,,,,,,,,,,,,,
tgfbr2_vaf_2,genomic_mutation2,,text,TGFBR2_VAF,,,,,,,,,,,,,
tiparp_2,genomic_mutation2,,text,TIPARP,,,,,,,,,,,,,
tiparp_vaf_2,genomic_mutation2,,text,TIPARP_VAF,,,,,,,,,,,,,
tll2_2,genomic_mutation2,,text,TLL2,,,,,,,,,,,,,
tll2_vaf_2,genomic_mutation2,,text,TLL2_VAF,,,,,,,,,,,,,
tmem30a_2,genomic_mutation2,,text,TMEM30A,,,,,,,,,,,,,
tmem30a_vaf_2,genomic_mutation2,,text,TMEM30A_VAF,,,,,,,,,,,,,
tmprss2_2,genomic_mutation2,,text,TMPRSS2,,,,,,,,,,,,,
tmprss2_vaf_2,genomic_mutation2,,text,TMPRSS2_VAF,,,,,,,,,,,,,
tnfaip3_2,genomic_mutation2,,text,TNFAIP3,,,,,,,,,,,,,
tnfaip3_vaf_2,genomic_mutation2,,text,TNFAIP3_VAF,,,,,,,,,,,,,
tnfrsf11a_2,genomic_mutation2,,text,TNFRSF11A,,,,,,,,,,,,,
